SE_ID,chr,start,end,eRNA_count,mean_BRCA,mean_LUAD,mean_SKCM,F_statistic,p_value,p_adj_BH
chr15:68480669-68481441,chr15,68480669,68481441,6,0.4487487813264,-0.432576827033421,-0.0232949508219662,55.2149463649731,9.4375823170046e-22,5.46042444564407e-21
chr12:48529266-48531040,chr12,48529266,48531040,13,-0.250397948038506,-0.23279773685139,0.487170255493681,55.2142821864259,1.09194875661958e-21,6.28228862735567e-21
chr9:86323468-86324345,chr9,86323468,86324345,4,-0.168040714507983,-0.301889866409192,0.472597893845874,55.2018623547605,1.3341981624216e-21,7.62292469654927e-21
chr18:67997536-68002575,chr18,67997536,68002575,4,0.0536995090683181,-0.355154886210266,0.300603003982133,55.1994541529009,1.33604106842415e-21,7.63142394323018e-21
chr21:38907482-38955281,chr21,38907482,38955281,23,0.342092331003526,-0.0944412887580338,-0.253081079245548,55.1839116721913,9.65787173303597e-22,5.58487106113122e-21
chr17:3867836-3880297,chr17,3867836,3880297,6,0.234533901967224,0.038573409048732,-0.276830071364643,55.1744938654458,1.00409386237709e-21,5.80014090432295e-21
chr21:46717369-46720060,chr21,46717369,46720060,5,-0.083391410894874,-0.289638800799252,0.374353884882934,55.1705914059375,1.22395577821061e-21,7.01170932212034e-21
chr8:37997583-38001067,chr8,37997583,38001067,15,0.48938080533977,-0.339012644252759,-0.158136110378117,55.1623977407742,1.0903676063289e-21,6.27487274413876e-21
chr15:86236782-86244240,chr15,86236782,86244240,12,-0.021897344117398,0.31898341695388,-0.296738495945731,55.1480710929094,1.11809865565557e-21,6.42413184256682e-21
chr11:45883799-45888879,chr11,45883799,45888879,13,0.165291169146728,0.139536759628666,-0.307451598126929,55.1269880172099,1.2571448866223e-21,7.19608228411173e-21
chr17:8128898-8130091,chr17,8128898,8130091,5,0.436046422195078,0.0554694602761745,-0.498437254252125,55.1143312895714,1.03316937106672e-21,5.9584797482277e-21
chr12:6654197-6657131,chr12,6654197,6657131,10,-0.186183285619385,-0.190433668384724,0.379572244252036,55.1031807137195,1.27027360561005e-21,7.26929555760381e-21
chr8:144812867-144815153,chr8,144812867,144815153,10,0.544741224860467,-0.204788050581392,-0.34859986038797,55.0874333979355,1.15298506363676e-21,6.6192622859467e-21
chr19:18396405-18416940,chr19,18396405,18416940,31,-0.163205096537155,-0.0975364246624102,0.263332078287456,55.0722745205682,1.25358393968205e-21,7.17761190950452e-21
chr9:32440685-32448794,chr9,32440685,32448794,34,0.437182928023465,-0.0943924137199689,-0.349729925859423,55.0628933618684,1.0958290900722e-21,6.30292484399591e-21
chr9:86243974-86256363,chr9,86243974,86256363,28,0.241265698510236,-0.120864094181682,-0.124231218590621,55.0564453367136,1.09853162091058e-21,6.31677740891473e-21
chrX:30649042-30671376,chrX,30649042,30671376,5,-0.211720649811182,-0.0276888575962288,0.242770152642511,55.0467568071422,1.05183237179048e-21,6.05960403673394e-21
chr5:134698691-134704958,chr5,134698691,134704958,5,0.437167424508175,-0.180612605792947,-0.263493984183612,55.0399570205812,1.28695937837801e-21,7.35889951262633e-21
chr2:122290381-122291222,chr2,122290381,122291222,4,-0.252588082891638,-0.20596016062761,0.462557578168322,55.0284448195511,1.20349086039864e-21,6.89999284804633e-21
chr2:30457477-30479305,chr2,30457477,30479305,13,-0.143855854363313,0.314500886727647,-0.168361606104597,55.027210806795,1.22184192590602e-21,7.0033357466463e-21
chr21:43162257-43163942,chr21,43162257,43163942,6,-0.375766324342049,0.205354951714941,0.176375917457939,54.9995375959771,1.88818479738283e-21,1.06661085989982e-20
chr2:127401003-127413409,chr2,127401003,127413409,3,-0.264608356410371,-0.232440777991374,0.501249267043178,54.9952592029761,1.48350766376997e-21,8.44231428054789e-21
chr3:32033220-32045604,chr3,32033220,32045604,23,0.365776049062193,-0.0263490867004511,-0.345232931394475,54.9942608634185,1.56789438535083e-21,8.91073503947601e-21
chr1:22386279-22390391,chr1,22386279,22390391,10,0.0762454391277822,0.176843719048017,-0.254299403241321,54.9823439508992,1.27366036908537e-21,7.28673514833416e-21
chr2:191919360-191922644,chr2,191919360,191922644,9,-0.214422154263629,0.36364028323934,-0.145814602717558,54.9794553209353,1.17173029569531e-21,6.72148813051503e-21
chr1:208052518-208057494,chr1,208052518,208057494,17,0.460199417216535,-0.194439634609427,-0.273064535261339,54.9056246887898,1.25034565283788e-21,7.16097962293309e-21
chr16:19702893-19710598,chr16,19702893,19710598,43,0.133233218478249,-0.325373797315691,0.190025765845726,54.8984729860649,1.19103681501206e-21,6.83041326462322e-21
chr7:157063942-157074130,chr7,157063942,157074130,5,0.273836661121244,0.0442462087712236,-0.322429483561059,54.8906887007989,1.75572904155883e-21,9.93355970114833e-21
chr12:47604644-47609848,chr12,47604644,47609848,13,0.0269061011078004,0.292558382612472,-0.319891564690237,54.8620493199623,1.22379396459807e-21,7.01170932212034e-21
chr14:91692076-91698776,chr14,91692076,91698776,17,0.0874145344153559,0.239105821222403,-0.327907887930066,54.8545874876994,1.39152488399926e-21,7.93779015502049e-21
chr1:36851597-36856739,chr1,36851597,36856739,14,-0.0906389596290554,-0.272612036583833,0.364689709857792,54.845781624298,1.33087779832352e-21,7.60597724177598e-21
chr12:80084977-80101043,chr12,80084977,80101043,12,0.225254899716079,-0.0278990853830394,-0.200931288931707,54.834798044247,1.58905112969299e-21,9.02142508919279e-21
chr5:32126842-32134744,chr5,32126842,32134744,20,0.0569653204844772,0.254366092911933,-0.312235624832672,54.8157539622938,1.31231919227063e-21,7.50191091093859e-21
chrX:30686335-30689652,chrX,30686335,30689652,6,-0.243612411091658,0.273744867781265,-0.0262655930214853,54.8142601580639,1.54758773289497e-21,8.79765530423113e-21
chr15:31746442-31775229,chr15,31746442,31775229,35,0.239579214915257,-0.245123725828701,0.00174166623224988,54.7954656668646,1.90182379583087e-21,1.07403285992794e-20
chr1:159025045-159028939,chr1,159025045,159028939,15,-0.438143669235219,0.244256823203166,0.200841507448487,54.7887973173287,1.69938688743545e-21,9.62492937274554e-21
chr4:146401515-146402246,chr4,146401515,146402246,4,0.40691692142597,0.0101135093638238,-0.423489429542583,54.78418312574,1.28447475567637e-21,7.34664828965681e-21
chr3:170099229-170102221,chr3,170099229,170102221,6,0.334033231345984,0.0765168537119135,-0.415852199841166,54.7733523644998,1.35240335766159e-21,7.72077802033441e-21
chr21:37514344-37518274,chr21,37514344,37518274,11,0.241380935631538,0.106042129168867,-0.351254508223128,54.7581501421602,1.38346824871581e-21,7.89602646230919e-21
chr14:52187343-52188567,chr14,52187343,52188567,4,0.261079205572235,-0.358700316418064,0.0934769964716681,54.7487300718996,1.81122359766453e-21,1.02367497913266e-20
chr3:69402948-69425858,chr3,69402948,69425858,3,-0.275818404164398,0.371241057167911,-0.0910445830961411,54.7479194486936,1.90311186429268e-21,1.07447774735578e-20
chr11:72554819-72560700,chr11,72554819,72560700,13,0.198535553667886,0.0722960855636555,-0.273982997226271,54.7443445017378,1.3516608913252e-21,7.71859105636571e-21
chr4:77979888-77985766,chr4,77979888,77985766,14,0.265427620284021,-0.00407191735677758,-0.265568839757148,54.733616767671,1.48399942131372e-21,8.44287564809399e-21
chr5:68800221-68804868,chr5,68800221,68804868,6,-0.103625629936123,0.335651705495621,-0.23038122429067,54.7125233332955,2.02582272026202e-21,1.14165821472232e-20
chr17:25913123-25914038,chr17,25913123,25914038,5,-0.223441469103563,0.523793864175508,-0.296805705086174,54.7005671917064,1.50322732798244e-21,8.55000352835776e-21
chr21:43329732-43332169,chr21,43329732,43332169,16,0.197322116491417,0.206877013276119,-0.4073312268547,54.6951938178634,1.4311935177361e-21,8.15757515403879e-21
chr12:75884398-75889257,chr12,75884398,75889257,24,0.0762908827565299,-0.363378293605074,0.285876444455585,54.6908447271259,1.65851841043052e-21,9.40586213383052e-21
chr8:74210337-74212474,chr8,74210337,74212474,7,-0.0333423454572638,0.350434101870527,-0.316562512834576,54.6888976765117,3.21535966958626e-21,1.79413560986501e-20
chr20:32436550-32438658,chr20,32436550,32438658,13,0.171672549521958,0.232389398002553,-0.406786908628034,54.6844873867254,1.40303857030567e-21,7.99921937203476e-21
chr8:20075893-20077674,chr8,20075893,20077674,12,-0.278260411803347,-0.213389108365589,0.496066352102323,54.6400583109615,1.65427745847162e-21,9.38428868874669e-21
chr5:142152515-142239069,chr5,142152515,142239069,11,-0.188549958345082,0.279070369627438,-0.0875275548006878,54.632174390018,1.5709494649103e-21,8.92573588832764e-21
chr7:975241-985298,chr7,975241,985298,13,0.0174606143426417,0.235789885288179,-0.253527652239434,54.6141884467387,2.34519446755275e-21,1.31645952900236e-20
chr1:32129157-32130673,chr1,32129157,32130673,7,-0.0319938128664796,-0.451790625789037,0.484292276954985,54.6134106721707,1.67933990116666e-21,9.51640713914417e-21
chr19:4517816-4522443,chr19,4517816,4522443,7,0.344244193618898,-0.102481735199591,-0.247226651968813,54.6070772503355,2.89801844753907e-21,1.62169729540898e-20
chr9:16652145-16704651,chr9,16652145,16704651,18,-0.142716044292851,-0.112248402007739,0.257229780336984,54.6003302890499,1.58643776684093e-21,9.00896983565381e-21
chr5:56184284-56189258,chr5,56184284,56189258,16,0.371349483209776,-0.2798445039021,-0.0973994155491011,54.6002996620952,2.27647380733256e-21,1.27922103506231e-20
chr3:45181187-45187598,chr3,45181187,45187598,4,-0.418654317009936,0.107129525724844,0.318170097904299,54.5814456270722,1.94729971468614e-21,1.09855938986904e-20
chr2:162931779-162933767,chr2,162931779,162933767,8,-0.269107525203732,0.496793416347542,-0.223414343124704,54.5614330966951,2.39357064296817e-21,1.34326408933962e-20
chr20:44045434-44047392,chr20,44045434,44047392,9,0.465623294435501,-0.184245920045513,-0.288768220333407,54.5559189632819,1.79329036296454e-21,1.01380618913897e-20
chr1:235894577-235896703,chr1,235894577,235896703,1,0.566060279246658,-0.185477883003312,-0.389567480040915,54.5383840386311,1.57258927549562e-21,8.93268973018234e-21
chr16:68403217-68404662,chr16,68403217,68404662,4,0.170195763033042,0.197777447699003,-0.370674730780189,54.51203614817,3.11948233573079e-21,1.74380848840422e-20
chr6:112558217-112574463,chr6,112558217,112574463,16,-0.0747479191728851,-0.303785605343323,0.379719999423715,54.500979384957,2.40530926757628e-21,1.34914669991475e-20
chr10:13387895-13389177,chr10,13387895,13389177,6,0.388989252830195,-0.0152906714215082,-0.379873013993291,54.496544137314,1.63055064388423e-21,9.25213637482209e-21
chr8:29196390-29197515,chr8,29196390,29197515,5,-0.0361769744943858,-0.411969349112665,0.448720561297436,54.4696042633815,1.71160685240707e-21,9.68903014474082e-21
chr19:10207374-10213128,chr19,10207374,10213128,8,-0.0943986581893111,-0.192539386611124,0.288436436200266,54.4594251669789,1.71007886853297e-21,9.68293273384724e-21
chr10:32563066-32570514,chr10,32563066,32570514,15,0.20287322748816,0.0718131353876939,-0.277906572835983,54.4392529874244,1.73939466843696e-21,9.84373630935985e-21
chr16:3156931-3157760,chr16,3156931,3157760,4,0.454541925548605,-0.178338484669724,-0.283418392078062,54.436611806228,1.76997674774747e-21,1.00115329500586e-20
chr22:42230769-42262735,chr22,42230769,42262735,43,0.0540747774399924,0.120136552458933,-0.17506965969956,54.4172361772518,1.94029188489538e-21,1.09489355785334e-20
chr20:58578021-58581668,chr20,58578021,58581668,7,-0.186581031857128,0.463748266388365,-0.274205630850965,54.4166374059466,3.15854618684824e-21,1.76426778816488e-20
chr3:152020338-152052800,chr3,152020338,152052800,75,0.0347603051085425,0.24142929333449,-0.276741349317771,54.3987802991982,1.97824368752273e-21,1.11543028818393e-20
chr8:103906192-103915920,chr8,103906192,103915920,5,0.344423656700418,-0.116628166946275,-0.233262531923991,54.3861758055784,1.81326290393459e-21,1.02455794232579e-20
chr11:125972408-126030509,chr11,125972408,126030509,11,0.242442165999719,-0.00412751867826523,-0.242162935670656,54.3793962750295,5.09312726238912e-21,2.7975727420545e-20
chr15:39865186-39873180,chr15,39865186,39873180,5,0.668078671462926,-0.33904539358314,-0.339637701236342,54.3779430923598,3.43521969088189e-21,1.91234352776232e-20
chr10:79649365-79671932,chr10,79649365,79671932,11,0.222206089605648,-0.0368967036560329,-0.188836466737006,54.3220594343427,2.10990065202376e-21,1.18779387427298e-20
chr4:72053218-72102193,chr4,72053218,72102193,12,-0.182810263144751,0.286507641023346,-0.100795627669948,54.3013881189631,3.15735786986074e-21,1.76406282442766e-20
chr2:234394723-234396227,chr2,234394723,234396227,5,-0.0114031903401399,0.37433434074263,-0.362750147381222,54.2921208771553,2.08105439134282e-21,1.17216903128428e-20
chr18:9797604-9813917,chr18,9797604,9813917,4,0.157268560095656,0.1637461614465,-0.32351104789288,54.2870991743624,3.57090735515767e-21,1.98376557854944e-20
chr11:76804959-76813786,chr11,76804959,76813786,19,-0.337446787537912,0.112653533164395,0.2301495525884,54.2852585987365,1.93585681535762e-21,1.09267797170659e-20
chr11:94938144-94957516,chr11,94938144,94957516,13,-0.165333549422411,-0.215138597179757,0.383096488656492,54.2762719179281,2.60680978204063e-21,1.46064319564014e-20
chr10:99213824-99214371,chr10,99213824,99214371,5,0.173190006895973,0.285486091412966,-0.461425146037445,54.2701458126641,1.97203873531763e-21,1.11222363231136e-20
chr10:134490340-134503796,chr10,134490340,134503796,10,0.109497187810007,0.139013257429731,-0.250248495839896,54.2504939460191,5.65932863108431e-21,3.09985720504457e-20
chr10:70987225-70992027,chr10,70987225,70992027,4,-0.261020136763532,0.373508988244022,-0.108345674706465,54.2299381147798,5.52735366475844e-21,3.02988705099584e-20
chr21:40196979-40218071,chr21,40196979,40218071,14,0.0447335192251627,0.228789699734385,-0.274233274820264,54.2179822987951,2.24294377646413e-21,1.26070932968124e-20
chr1:33819140-33819902,chr1,33819140,33819902,5,-0.208430938302635,-0.318857089874951,0.53059645576969,54.211230338754,2.53001119816354e-21,1.4179814849415e-20
chr15:67439377-67457133,chr15,67439377,67457133,16,-0.00144398044605908,0.250892319730767,-0.249425418960167,54.1991342216274,2.2830926876074e-21,1.28260480386461e-20
chr1:156193833-156195248,chr1,156193833,156195248,5,0.242346462991445,0.164582602295447,-0.410775834540722,54.1977745787491,2.15290414926565e-21,1.21136815336071e-20
chr10:43883484-43889978,chr10,43883484,43889978,30,0.220904382871298,0.0918618312792712,-0.316272632926304,54.1943886124871,2.02396329035898e-21,1.14090970044724e-20
chr1:24676712-24680764,chr1,24676712,24680764,6,0.266683345585549,0.0475105089666857,-0.318426923529782,54.1876175105745,3.70705771602563e-21,2.05727334798662e-20
chr1:111707642-111715660,chr1,111707642,111715660,41,0.352001594060423,-0.0383294628595216,-0.319259458090749,54.1870401237606,2.23992878628827e-21,1.25934425505532e-20
chr17:21032286-21069367,chr17,21032286,21069367,30,0.131366650904631,0.0444415266480593,-0.177893362487684,54.1833094856467,2.10794791154236e-21,1.18700569733076e-20
chr20:62442108-62446140,chr20,62442108,62446140,2,-0.324401714102694,-0.0225464935451706,0.352097441205053,54.17274645968,2.12952793496292e-21,1.19852912628927e-20
chr3:183911900-183927792,chr3,183911900,183927792,29,0.26137327481757,-0.331954992341254,0.0664329353837226,54.1681316452085,2.07211361733404e-21,1.1674392486748e-20
chr6:43739938-43740809,chr6,43739938,43740809,4,0.114797229248026,0.35774635796874,-0.474365765458796,54.1596978595665,2.30379109029998e-21,1.29389438405786e-20
chrX:99926396-99928227,chrX,99926396,99928227,9,0.378877005096863,0.146266233380224,-0.53115715919291,54.1586285247034,2.20948400845762e-21,1.24255271143347e-20
chr11:114184107-114194607,chr11,114184107,114194607,25,0.217151382388824,0.20697329868646,-0.42757152841479,54.1245022657202,2.1579792678837e-21,1.21390572908167e-20
chr1:40539955-40542414,chr1,40539955,40542414,10,0.379822274945408,-0.0877461344471111,-0.298105065497429,54.1119136839837,2.32863516793015e-21,1.30750581703623e-20
chr6:42268587-42330585,chr6,42268587,42330585,17,0.254608650913577,-0.0590831666040974,-0.199566891466837,54.0454514321971,2.6394596931053e-21,1.47816625368507e-20
chr16:8955738-8961009,chr16,8955738,8961009,16,0.186875243643909,0.105080624498303,-0.294922141850844,54.0218612030817,2.40700600222742e-21,1.3497458984292e-20
chr6:109694172-109696990,chr6,109694172,109696990,17,0.440312431299559,-0.0859942494689869,-0.361307268041676,54.0126805857685,2.40090524345163e-21,1.34702826315597e-20
chr3:14166805-14170255,chr3,14166805,14170255,15,0.0863926283982449,0.259904923499465,-0.347668863459586,54.005488854029,2.626845632601e-21,1.47148574990537e-20
chr10:79584588-79588540,chr10,79584588,79588540,5,0.327559161322472,-0.0653974209874088,-0.267361092102088,54.0051502683418,3.19430633420355e-21,1.78331471639432e-20
chr1:117021564-117035545,chr1,117021564,117035545,29,-0.250791224667043,-0.273089642906431,0.527861680663427,53.9724409336071,3.97184852965576e-21,2.19684241234656e-20
chr2:47403840-47419444,chr2,47403840,47419444,9,0.130723383865429,0.115935942120047,-0.248734300332546,53.960129835742,2.98024378695437e-21,1.66640707660555e-20
chr19:45157386-45160930,chr19,45157386,45160930,16,-0.232521245082198,0.417959020638524,-0.181746962142322,53.9554643120318,2.51176386119677e-21,1.40812196415878e-20
chr1:111136650-111144533,chr1,111136650,111144533,17,-0.29887861816143,-0.318282497193379,0.621905220404991,53.9373284088643,4.47790083974884e-21,2.46846968408302e-20
chr4:6747543-6783002,chr4,6747543,6783002,11,0.28053488949946,-0.114718443473254,-0.170269380780166,53.9004527126752,2.66666438364626e-21,1.49301227756962e-20
chr4:1795870-1800881,chr4,1795870,1800881,5,0.18086480793577,0.14467220761671,-0.328407885519714,53.8948430468392,1.61255252583476e-20,8.60869763792024e-20
chr7:2804859-2814823,chr7,2804859,2814823,7,0.453479419735711,-0.164308195074158,-0.296369310689105,53.8695251653927,3.72452376970111e-21,2.06589868289956e-20
chr1:16113189-16119191,chr1,16113189,16119191,15,0.0465176599502872,0.168071873728811,-0.215327909233864,53.8196277107345,3.20432464000225e-21,1.78844283506571e-20
chr3:55167389-55200838,chr3,55167389,55200838,38,-0.0110293078374968,0.327663961313256,-0.316459585097386,53.783927945877,3.18491367944055e-21,1.77853330975935e-20
chr5:177513156-177540344,chr5,177513156,177540344,14,0.237262026862129,-0.146301491384128,-0.0947265993964471,53.7739107181111,3.42878223345957e-21,1.91024529255541e-20
chr19:39860865-39866190,chr19,39860865,39866190,18,0.262877891022357,0.000378300700921225,-0.267428856660143,53.7728128455905,2.86438527718395e-21,1.60329430800312e-20
chr2:85811716-85818620,chr2,85811716,85818620,17,0.100597058836909,0.237739127611152,-0.339932965159757,53.7669491813849,2.95972467564925e-21,1.65536476195102e-20
chr19:40791543-40801347,chr19,40791543,40801347,19,0.243156209332635,-0.197946072854708,-0.0490697588482867,53.7646121213601,2.95455276364919e-21,1.6529025711095e-20
chr16:23334999-23359813,chr16,23334999,23359813,7,-0.0784982158582979,0.277242108671762,-0.197497889387142,53.7489300613687,3.493470769629e-21,1.94175133849177e-20
chr1:159029216-159032174,chr1,159029216,159032174,10,-0.401566273981198,0.159603023030511,0.248337318791661,53.6948479193511,4.91042108272065e-21,2.69997730654356e-20
chr7:20157258-20164603,chr7,20157258,20164603,3,0.158149335560269,0.158266622209566,-0.318926264683492,53.6934690229989,1.15324438241487e-20,6.21068946868711e-20
chr16:57280153-57281162,chr16,57280153,57281162,5,0.0514820055078796,0.316129234575164,-0.368428414773642,53.6910259660387,3.2465819937555e-21,1.81014645586414e-20
chr3:128216309-128220352,chr3,128216309,128220352,19,0.0973769516589707,0.342146253168976,-0.441068870727296,53.6880388448918,3.13139575831159e-21,1.7500126646177e-20
chr3:112980914-112987046,chr3,112980914,112987046,4,0.368888079283287,-0.290494762347048,-0.0842486832740704,53.6842950018885,6.28092180173199e-21,3.43070593936414e-20
chr17:76110140-76113250,chr17,76110140,76113250,14,-0.293026476600891,0.419705384731932,-0.122027694216741,53.6838620367224,3.49057937480606e-21,1.9406464725009e-20
chr6:32918680-32919961,chr6,32918680,32919961,12,-0.311535609119347,0.477315138294237,-0.16083451950633,53.6646580700938,3.46179937331776e-21,1.92564271278802e-20
chr3:194222332-194231035,chr3,194222332,194231035,26,0.176226513697669,0.162621771016848,-0.341645530963686,53.6645888317927,3.39758948129299e-21,1.89335831057939e-20
chr12:66309407-66317859,chr12,66309407,66317859,9,-0.342641165339257,-0.16531869753224,0.513398611527677,53.6450271687713,2.33104351201202e-20,1.23127942713925e-19
chr20:19973043-19977223,chr20,19973043,19977223,6,0.344766092610124,-0.00478804014350881,-0.345450530127094,53.6439505537927,3.43224155915569e-21,1.91167665886895e-20
chr9:97811437-97818452,chr9,97811437,97818452,17,-0.233988583149179,0.308223958178663,-0.0705212705350537,53.6370705888402,3.83809908105777e-21,2.12505423985248e-20
chr6:26201042-26202284,chr6,26201042,26202284,4,0.551969736937283,-0.402211699294963,-0.158519462038151,53.631442521411,3.69320474530465e-21,2.05011523171124e-20
chr11:35396121-35426866,chr11,35396121,35426866,16,0.0969654001662567,0.163097931014024,-0.261602464516253,53.6240809209189,3.22346064291326e-21,1.79818868124281e-20
chr20:47254390-47256204,chr20,47254390,47256204,4,0.441238266471378,-0.378170192255737,-0.0700718562231211,53.6224344100132,3.81102597233578e-21,2.11060868509168e-20
chr17:57862496-57886057,chr17,57862496,57886057,35,-0.0747864466690859,0.179016694912148,-0.103043161787997,53.6214063019822,3.23170891844624e-21,1.80232179801272e-20
chr5:111071304-111073901,chr5,111071304,111073901,8,0.400633607820368,-0.182688034645337,-0.224304836791227,53.6201054533508,4.26749746199905e-21,2.35611935710421e-20
chr8:27559384-27590735,chr8,27559384,27590735,16,0.306855316143487,-0.0960700465881396,-0.215655988859212,53.6178899183022,4.32678945890991e-21,2.38762736919343e-20
chr15:60639988-60641174,chr15,60639988,60641174,6,0.0709189518292914,0.432703665564644,-0.504748315042022,53.6047619480923,3.52611890192002e-21,1.95939083199318e-20
chr19:50990995-51009155,chr19,50990995,51009155,47,-0.137100051451434,0.308223031600622,-0.168946788856308,53.5819045949109,3.35202919081254e-21,1.86845395616613e-20
chr2:170351161-170354037,chr2,170351161,170354037,13,0.0247552149353725,-0.382383063696461,0.35723490884148,53.5772377753202,4.78340809425492e-21,2.63216130259577e-20
chr18:667852-668972,chr18,667852,668972,5,0.420552500468441,-0.0297779953788749,-0.397449941604936,53.572393662422,3.43417079621203e-21,1.91225528105382e-20
chr20:1784838-1791100,chr20,1784838,1791100,8,0.0184265965231841,-0.321467685476369,0.302748603294087,53.5714291649995,4.17179726138304e-21,2.30446732980256e-20
chr6:135628396-135639472,chr6,135628396,135639472,21,0.318484119248881,-0.0497808678504531,-0.273758554878567,53.5615329570882,3.60122605930455e-21,2.00009133891088e-20
chr1:94041786-94047758,chr1,94041786,94047758,10,0.155409325586107,0.172261060421127,-0.330137200699079,53.557945525559,3.4376060413072e-21,1.91317608056892e-20
chr9:124049139-124059944,chr9,124049139,124059944,37,0.0175493554220419,-0.357991471412381,0.340163554793163,53.5567458099191,4.23142376483442e-21,2.33680350211748e-20
chr3:122449787-122451739,chr3,122449787,122451739,3,-0.261695553811805,0.521316014688309,-0.25546656319695,53.5492925111294,4.97830127451729e-21,2.73520021675129e-20
chr9:117379681-117384785,chr9,117379681,117384785,7,0.320332556040929,-0.272611658311372,-0.052805541476237,53.5433545706644,4.11403568050633e-21,2.27314495266875e-20
chr13:49842295-49848327,chr13,49842295,49848327,21,0.139066178744727,-0.248954068145828,0.107680489738487,53.5379087570287,3.96202003623828e-21,2.19197074493275e-20
chr10:116524851-116535601,chr10,116524851,116535601,1,0.564604203467133,-0.37761649320657,-0.19594968174417,53.5154080932483,3.88674328677587e-21,2.15087826771671e-20
chr19:16472895-16487833,chr19,16472895,16487833,26,0.363925248726723,-0.219432081526536,-0.150269758449818,53.5038710927185,3.99658132040042e-21,2.20938422183371e-20
chr3:107799291-107809610,chr3,107799291,107809610,12,-0.378100380311688,0.0491474403119592,0.33495453333801,53.4934680322143,3.65888616659033e-21,2.03158992243693e-20
chr11:85407637-85408922,chr11,85407637,85408922,6,0.476510040946684,-0.0574425712479406,-0.42663112114234,53.4919067862557,3.73727718638836e-21,2.07243744208786e-20
chr22:32889368-32891380,chr22,32889368,32891380,11,-0.183790038432896,-0.244575042433353,0.431282383063597,53.4747537835491,4.31087354090974e-21,2.379455950607e-20
chr11:66417501-66419648,chr11,66417501,66419648,9,0.199228017467205,0.109021482432731,-0.311411849383541,53.455052363249,3.80349041778943e-21,2.10697868720308e-20
chr8:129011640-129021736,chr8,129011640,129021736,27,0.390562508427309,-0.146461582597057,-0.250300330725924,53.4469308127383,3.77114321920232e-21,2.09013788177569e-20
chr5:154136950-154165937,chr5,154136950,154165937,19,-0.0330602632486383,0.222072466365505,-0.188487437033555,53.4448239562784,3.98462170665394e-21,2.20333986595794e-20
chr1:59537223-59543604,chr1,59537223,59543604,1,0.540329185490025,-0.242782433492578,-0.306123405735385,53.4443998576025,3.71247368238837e-21,2.05974676509054e-20
chr5:95155306-95157814,chr5,95155306,95157814,13,0.08346242492945,0.288677274639545,-0.3734644999647,53.4394257960439,3.85541969124111e-21,2.13409403888622e-20
chr12:112431779-112438443,chr12,112431779,112438443,23,0.203977246144123,0.0519877074286515,-0.259202687638555,53.4267375604929,4.74882255496234e-21,2.61379964154091e-20
chr16:11922802-11928956,chr16,11922802,11928956,13,0.306853014794436,-0.310571480903995,-0.00115221666495575,53.4174168568968,3.75135084342818e-21,2.07970475127277e-20
chr11:64868850-64872780,chr11,64868850,64872780,16,0.1616903647194,0.177538562846022,-0.341795441291127,53.4060245749306,3.78333504443136e-21,2.09635414729753e-20
chr14:90966815-91006832,chr14,90966815,91006832,11,-0.177611243510135,-0.108976252933734,0.289406722531333,53.3766181575683,4.47012678728684e-21,2.46482446753683e-20
chr3:126073228-126075980,chr3,126073228,126075980,4,-0.362986633870393,-0.0194725611964732,0.388220887667983,53.3590199937453,7.04492726550767e-21,3.83922615786116e-20
chr6:151942428-151977726,chr6,151942428,151977726,6,0.323854092375003,-0.0792507417572192,-0.249743891766593,53.3220261301557,6.01032140428008e-21,3.28540780859566e-20
chr20:46597624-46609132,chr20,46597624,46609132,19,0.385249102827777,-0.361096288782844,-0.0302678791691832,53.319710820405,5.529084976867e-21,3.03006272131086e-20
chr17:26265479-26301014,chr17,26265479,26301014,9,-0.148113359495986,-0.19577244074087,0.346236805943141,53.3191340301186,6.09365447429356e-21,3.32926525424581e-20
chr12:122840807-122845263,chr12,122840807,122845263,12,-0.306458647281582,0.0925168774254013,0.218806192828905,53.3074105295015,4.08126855157181e-21,2.2556202954737e-20
chr3:158423597-158428427,chr3,158423597,158428427,15,0.386136727575997,-0.0744722725660836,-0.317793609415881,53.306670435512,9.87119163888801e-21,5.33476554676391e-20
chr3:171178297-171185773,chr3,171178297,171185773,8,-0.189339873472051,-0.228909271987279,0.421254540276348,53.2945274588472,4.47903634533292e-21,2.46846968408302e-20
chr1:33858466-33895682,chr1,33858466,33895682,15,-0.151169100627888,-0.156787337736891,0.310355947898557,53.2886478559762,5.4091017751193e-21,2.9680960353663e-20
chr12:104744161-104746460,chr12,104744161,104746460,5,-0.353477580505468,0.383622929617372,-0.0245345938657838,53.2755982836952,5.54421384403265e-21,3.03757859000738e-20
chr3:107932968-107937140,chr3,107932968,107937140,4,-0.100304967094533,0.41730843681433,-0.315411327384964,53.261404945324,5.87260676903215e-21,3.21421956112394e-20
chr20:57572908-57576420,chr20,57572908,57576420,18,-0.416503147798447,0.0583003194824062,0.364813989392206,53.2501482990232,4.7090822798322e-21,2.59259062096786e-20
chr19:53627682-53632732,chr19,53627682,53632732,12,0.302072458539182,-0.100959216559236,-0.205908042909137,53.2483158230434,4.42757673064412e-21,2.44198935398161e-20
chr17:60858460-60865741,chr17,60858460,60865741,8,0.0767082227173315,0.177263977512108,-0.255189791066222,53.2367149595215,5.75401456510193e-21,3.15011396417778e-20
